Category_item,Weight_kg,Volumetric_Weight_kg,Fragility,Moisture_Sens,Shipping_Mode,Distance_km,Packaging_Used,Cost_USD,CO2_Emission_kg_item,Material_ID,Material_Name,Category_material,Density_kg_m3,Tensile_Strength_MPa,Cost_per_kg,CO2_Emission_kg_material,Biodegradable,co2_impact_index,cost_efficiency_index,environmental_impact_score,material_suitability_score,sustainability_score,sustainability_rating,Item_Volume_m3
Electronics,1.8,0.13,8,True,Road,318,Mushroom Pkg (Mycelium),2.32,0.286,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,93.13,26.96,2.49,4.15,12.992765866359088,A,0.00064
Clothing,0.17,0.1,2,False,Air,2957,Kraft Paper Mailer,0.47,1.257,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,79.62,0.85,10.93,52.56,0.0933211259541513,E,0.0005
Beauty,0.89,0.24,4,True,Road,214,PLA Bioplastic,1.16,0.095,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,84.47,14.27,8.84,39.92,1.9371038532687948,B,0.001176
Beauty,0.38,0.05,10,True,Air,966,Mushroom Pkg (Mycelium),2.15,0.918,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,84.4,7.19,5.64,3.37,1.5297869628037302,B,0.00025
Clothing,1.13,1.38,5,False,Air,1002,Kraft Paper Mailer,1.55,3.457,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,59.8,8.74,21.57,26.22,0.486230853674972,D,0.006912
Electronics,0.1,0.0,5,True,Air,2882,Honeycomb Paper,1.04,0.721,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,86.79,0.62,6.22,18.57,0.1196141286794005,E,0.0
Beauty,0.47,0.03,10,True,Air,2447,Mushroom Pkg (Mycelium),2.19,2.875,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,68.08,8.88,11.55,3.37,0.9225973227188464,C,0.000144
Clothing,1.74,3.53,4,True,Air,1875,Kraft Paper Mailer,2.21,16.547,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,30.55,12.84,37.26,31.48,0.4135265589499045,D,0.01764
Electronics,0.22,0.0,6,True,Road,176,Styrofoam (EPS),1.29,0.019,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,91.28,2.07,4.28,0.11,0.38691579744958,D,0.0
Furniture,18.99,5.45,9,False,Road,2806,Mushroom Pkg (Mycelium),9.4,26.643,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.43,80.3,19.38,3.08,4.972135966350053,B,0.02726
Clothing,1.71,3.23,2,True,Road,406,Kraft Paper Mailer,1.69,0.656,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.29,7.4,10.04,52.56,0.8844620633005915,C,0.016146
Furniture,18.82,6.14,9,False,Road,2086,Mushroom Pkg (Mycelium),9.33,19.629,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,50.49,80.18,17.91,3.08,5.372194004902624,A,0.03068
Clothing,1.45,4.2,2,True,Air,1092,Kraft Paper Mailer,2.08,11.466,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,38.27,7.86,33.12,52.56,0.2847826000971437,E,0.021
Furniture,10.2,36.5,6,False,Road,2585,Wood Crate,15.8,47.176,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,38.57,32.89,30.12,11.5,1.3103585222324527,C,0.18252
Furniture,11.02,30.59,5,False,Road,781,Wood Crate,13.24,11.945,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,56.76,27.3,21.2,13.44,1.5452829459772195,B,0.152928
Furniture,19.85,5.06,9,False,Road,2513,Mushroom Pkg (Mycelium),9.74,24.942,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.24,81.02,19.09,3.08,5.09292796789272,A,0.0253
Beauty,0.39,0.03,9,True,Air,1099,Mushroom Pkg (Mycelium),1.96,1.072,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,82.62,7.29,6.29,3.72,1.39077879319892,C,0.000144
Electronics,1.93,0.23,9,True,Air,1022,Mushroom Pkg (Mycelium),2.57,4.931,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,57.17,29.42,15.5,3.72,2.277677272407918,B,0.001152
Clothing,0.21,0.1,1,False,Air,2497,Kraft Paper Mailer,0.28,1.311,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.71,0.9,11.42,78.9,0.0945709199149807,E,0.000504
Furniture,10.54,32.34,6,False,Road,1673,Wood Crate,14.14,27.052,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,46.41,32.55,26.27,11.5,1.486867092239547,B,0.1617
Clothing,0.87,1.07,5,False,Air,1092,Kraft Paper Mailer,1.43,2.921,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,63.46,7.23,19.6,26.22,0.442653038640151,D,0.005346
Furniture,14.91,4.58,9,False,Road,2465,Mushroom Pkg (Mycelium),7.76,18.377,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.83,76.34,17.43,3.08,5.255765619290555,A,0.022892
Furniture,14.52,5.06,10,False,Road,1241,Mushroom Pkg (Mycelium),7.81,9.01,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,60.64,82.13,14.24,2.79,6.921066929700356,A,0.025296
Electronics,2.42,0.12,9,True,Air,2417,Mushroom Pkg (Mycelium),2.77,14.623,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,34.94,34.34,23.54,3.72,1.750552177121828,B,0.000588
Beauty,0.29,0.03,9,True,Road,529,Mushroom Pkg (Mycelium),1.92,0.077,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,98.73,5.37,0.46,3.72,14.008665198553915,A,0.00016
Clothing,0.24,0.1,1,False,Air,1069,Kraft Paper Mailer,0.3,0.641,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,85.62,1.01,7.71,78.9,0.157198423190866,E,0.000486
Beauty,0.26,0.05,10,True,Road,367,Mushroom Pkg (Mycelium),2.1,0.048,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.22,4.83,0.28,3.37,20.6999260716926,A,0.00025
Beauty,0.85,0.21,3,True,Air,2799,PLA Bioplastic,0.94,5.948,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,49.82,12.53,28.56,49.94,0.5264705698014506,D,0.001029
Furniture,72.8,276.69,5,False,Road,117,Wood Crate,111.68,16.186,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,43.13,29.32,27.88,13.44,1.2619798686520851,C,1.383448
Furniture,48.77,269.37,7,False,Road,1592,Wood Crate,109.15,214.419,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,14.87,41.16,41.73,10.05,1.1836088860865353,C,1.346832
Electronics,1.77,0.27,8,True,Air,1528,Mushroom Pkg (Mycelium),2.31,6.761,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.2,26.62,17.66,4.15,1.8088334196583564,B,0.001344
Furniture,14.79,32.05,6,False,Road,1324,Wood Crate,14.02,21.217,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,48.94,32.54,25.03,11.5,1.5600478801419142,B,0.16027
Electronics,0.11,0.0,5,True,Road,330,Honeycomb Paper,1.04,0.018,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,99.14,0.75,0.41,18.57,2.1951165972765923,B,1.6e-05
Beauty,0.22,0.03,9,True,Road,411,Mushroom Pkg (Mycelium),1.89,0.045,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.37,3.98,0.23,3.72,20.765127108143005,A,0.000144
Electronics,24.69,8.45,9,True,Road,998,Mushroom Pkg (Mycelium),11.68,12.32,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,55.25,84.06,16.19,3.72,6.230512277300044,A,0.04225
Beauty,0.49,0.04,10,True,Road,397,Mushroom Pkg (Mycelium),2.2,0.097,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,97.97,9.24,0.73,3.37,15.189020289013303,A,0.0002
Clothing,0.21,0.09,1,False,Air,1092,Kraft Paper Mailer,0.28,0.573,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,86.89,0.9,7.03,78.9,0.1536272896689488,E,0.000462
Electronics,21.81,6.39,9,True,Road,2354,Mushroom Pkg (Mycelium),10.52,25.67,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.67,82.43,19.3,3.72,5.125181081596835,A,0.031968
Electronics,0.33,0.0,8,True,Air,1572,Mushroom Pkg (Mycelium),1.73,1.297,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,80.36,6.11,7.11,4.15,1.0312234836535183,C,0.0
Clothing,1.13,3.55,3,True,Road,454,Kraft Paper Mailer,2.02,0.806,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,83.5,10.47,8.85,39.39,1.4196608565354965,C,0.01776
Clothing,0.84,1.08,4,False,Air,1549,Kraft Paper Mailer,1.23,4.182,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,58.07,6.75,22.49,31.48,0.3601600551284991,E,0.0054
Clothing,0.22,0.19,2,False,Air,2536,Kraft Paper Mailer,0.49,1.395,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,77.85,1.22,11.88,52.56,0.1232323128592329,E,0.00095
Furniture,44.38,251.9,7,False,Road,2248,Wood Crate,102.16,283.136,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,10.81,41.12,43.73,10.05,1.1283786615966462,C,1.25952
Furniture,18.65,4.73,10,False,Road,2933,Mushroom Pkg (Mycelium),9.46,27.35,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,46.11,87.13,19.5,2.79,5.361845878879698,A,0.02366
Furniture,14.33,4.88,10,False,Road,1174,Mushroom Pkg (Mycelium),7.73,8.412,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,61.45,81.89,13.95,2.79,7.044300570301036,A,0.0244
Beauty,0.52,0.23,5,True,Road,266,PLA Bioplastic,1.21,0.069,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,89.26,9.79,6.11,33.25,1.922749276145781,B,0.001152
Clothing,0.25,0.11,2,False,Air,2824,Kraft Paper Mailer,0.5,1.765,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,74.48,1.43,13.69,52.56,0.1253469594341154,E,0.000567
Home Decor,2.55,1.34,10,False,Road,403,Mushroom Pkg (Mycelium),3.02,0.514,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,89.93,36.93,3.64,2.79,12.174721930021448,A,0.00672
Home Decor,2.51,1.25,9,False,Air,1118,Mushroom Pkg (Mycelium),2.8,7.015,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,50.09,35.25,18.06,3.08,2.3421925613403896,B,0.006272
Beauty,0.7,0.18,5,True,Air,2637,PLA Bioplastic,1.28,4.615,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,54.77,12.64,25.74,33.25,0.5892773663839407,D,0.000882
Electronics,0.19,0.01,5,True,Air,1462,Honeycomb Paper,1.08,0.694,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,86.26,1.7,6.47,18.57,0.3153013423027291,E,2.5e-05
Beauty,0.26,0.03,8,True,Air,1667,Mushroom Pkg (Mycelium),1.7,1.084,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,82.74,4.77,6.25,4.15,0.9158398534656234,C,0.00016
Electronics,1.91,0.11,7,True,Air,1052,Honeycomb Paper,2.16,5.023,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,53.1,16.12,22.1,13.9,0.8752940780409919,C,0.000551
Beauty,0.21,0.04,8,True,Air,1781,Mushroom Pkg (Mycelium),1.68,0.935,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,84.57,3.77,5.58,4.15,0.8107525428758883,D,0.0002
Furniture,10.0,36.51,5,False,Road,680,Wood Crate,15.6,12.413,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,56.59,27.66,21.28,13.44,1.559774362792558,B,0.182574
Furniture,40.12,259.04,7,False,Road,589,Wood Crate,105.02,76.287,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,29.84,41.14,34.4,10.05,1.4351162373512725,C,1.295217
Electronics,0.23,0.0,8,True,Road,548,Mushroom Pkg (Mycelium),1.69,0.063,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,99.08,4.17,0.33,4.15,15.163590413362382,A,0.0
Beauty,0.96,0.21,5,True,Air,981,PLA Bioplastic,1.38,2.354,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,61.72,16.26,21.79,33.25,0.8954565903874901,C,0.001064
Clothing,0.23,0.09,1,False,Air,2835,Kraft Paper Mailer,0.29,1.63,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,75.73,1.0,13.02,78.9,0.092165891538718,E,0.000432
Clothing,1.08,4.08,3,True,Air,2109,Kraft Paper Mailer,2.23,21.512,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,25.81,10.93,39.8,39.39,0.3295477304133736,E,0.0204
Furniture,14.01,4.58,10,False,Road,2536,Mushroom Pkg (Mycelium),7.6,17.765,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,52.4,81.43,17.22,2.79,5.674564130396973,A,0.022892
Furniture,13.23,6.01,9,False,Road,802,Styrofoam (EPS),7.09,5.305,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,37.73,44.43,30.55,0.01,1.16346968368348,C,0.03007
Furniture,69.77,306.94,5,False,Road,386,Wood Crate,123.78,59.239,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,31.41,29.35,33.63,13.44,1.0472791838454003,C,1.53468
Clothing,0.19,0.18,1,False,Road,750,Kraft Paper Mailer,0.28,0.071,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,96.93,0.75,1.65,78.9,0.5454542148762335,D,0.0009
Beauty,0.44,0.05,9,True,Air,2244,Mushroom Pkg (Mycelium),1.98,2.468,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,70.68,8.23,10.61,3.72,0.9308198934194258,C,0.00025
Electronics,0.18,0.0,4,True,Air,1422,Corrugated Cardboard,0.87,0.64,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,86.52,0.5,6.93,3.99,0.0865800740865694,E,1.6e-05
Electronics,0.19,0.0,4,True,Air,1578,Corrugated Cardboard,0.88,0.75,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,85.01,0.56,7.7,3.99,0.0872727159386083,E,0.0
Electronics,24.55,8.5,9,True,Road,2759,Mushroom Pkg (Mycelium),11.62,33.867,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,42.73,84.01,20.72,3.72,4.8654437806253,B,0.04248
Clothing,0.96,1.25,5,False,Air,1100,Kraft Paper Mailer,1.5,3.438,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,60.63,8.13,21.12,26.22,0.4619317963100474,D,0.00627
Clothing,1.18,1.3,3,False,Air,2432,Kraft Paper Mailer,1.12,7.904,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,45.88,6.68,29.03,39.39,0.2761281337882144,E,0.00651
Home Decor,1.21,1.3,10,False,Air,1145,Mushroom Pkg (Mycelium),2.52,3.721,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,62.85,22.3,13.44,2.79,1.991071280426244,B,0.006525
Furniture,13.21,5.45,9,False,Road,1360,Mushroom Pkg (Mycelium),7.08,8.983,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,60.97,74.12,14.12,3.08,6.2991496955276425,A,0.02726
Electronics,24.04,5.7,9,True,Road,526,Mushroom Pkg (Mycelium),11.42,6.323,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,61.91,83.71,13.78,3.72,7.289694681444508,A,0.028512
Electronics,15.03,6.78,9,True,Road,256,Mushroom Pkg (Mycelium),7.81,1.924,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,73.38,76.47,9.63,3.72,9.528970973107894,A,0.03388
Electronics,19.99,8.73,10,True,Road,2015,Mushroom Pkg (Mycelium),10.0,20.14,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,50.02,88.36,18.08,3.37,5.864601445541956,A,0.043665
Furniture,14.78,35.05,4,False,Road,2388,Wood Crate,14.82,41.85,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,39.85,22.23,29.49,16.15,0.9045777923167924,C,0.17523
Furniture,47.53,287.97,5,False,Road,1754,Wood Crate,116.19,252.55,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,12.47,29.33,42.91,13.44,0.820228365876757,D,1.439856
Clothing,1.21,3.67,4,True,Air,1864,Kraft Paper Mailer,2.27,17.102,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,30.53,13.0,37.27,31.48,0.418567201004368,D,0.01836
Electronics,0.22,0.0,8,True,Road,774,Styrofoam (EPS),1.69,0.085,105.0,Woven Styrofoam (EPS),Plastic,27,0.52,1.93,3.6,No,90.71,2.12,4.56,0.06,0.3719297429978634,D,0.0
Clothing,0.15,0.18,1,False,Air,892,Kraft Paper Mailer,0.27,0.401,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,90.2,0.73,5.26,78.9,0.1665398922927961,E,0.000912
Electronics,0.12,0.0,4,True,Road,558,Corrugated Cardboard,0.85,0.033,114.0,Woven Corrugated Cardboard,Paper,653,7.71,1.03,0.979,Yes,98.44,0.13,0.8,3.99,0.1949997562503046,E,0.0
Electronics,0.24,0.02,8,True,Air,1607,Mushroom Pkg (Mycelium),1.7,0.964,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,84.16,4.35,5.73,4.15,0.9109946054110636,C,8.4e-05
Beauty,0.33,0.04,10,True,Air,2652,Mushroom Pkg (Mycelium),2.13,2.188,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,72.77,6.22,9.85,3.37,0.7577664205313278,D,0.00018
Home Decor,2.44,1.18,9,False,Road,337,Mushroom Pkg (Mycelium),2.78,0.411,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,90.94,34.5,3.28,3.08,12.621947371357509,A,0.00588
Furniture,15.28,5.06,10,False,Road,2023,Mushroom Pkg (Mycelium),8.11,15.456,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,54.02,83.24,16.64,2.79,6.002884254634359,A,0.025296
Electronics,16.73,6.37,9,True,Road,1642,Mushroom Pkg (Mycelium),8.49,13.735,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,55.27,78.31,16.18,3.72,5.807910642279936,A,0.031828
Electronics,0.29,0.02,6,True,Air,2504,Honeycomb Paper,1.32,1.815,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,74.39,2.9,12.07,15.9,0.2883181202719038,E,9.8e-05
Electronics,20.0,6.72,9,True,Road,1104,Mushroom Pkg (Mycelium),9.8,11.04,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,57.26,81.13,15.46,3.72,6.297282904444832,A,0.0336
Beauty,0.81,0.24,4,True,Air,2280,PLA Bioplastic,1.12,4.617,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,54.06,13.41,26.15,39.92,0.6153728254159532,D,0.001176
Beauty,0.29,0.04,9,True,Air,2594,Mushroom Pkg (Mycelium),1.92,1.881,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,75.18,5.37,8.98,3.72,0.7175945748781097,D,0.00018
Clothing,0.29,0.21,2,False,Air,2947,Kraft Paper Mailer,0.52,2.137,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,71.45,1.68,15.32,52.56,0.1315926807054385,E,0.00104
Electronics,2.42,0.2,7,True,Air,1138,Honeycomb Paper,2.37,6.885,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,46.87,18.72,25.03,13.9,0.8974829845192573,C,0.001008
Electronics,0.13,0.0,6,True,Road,245,Honeycomb Paper,1.25,0.016,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,98.95,1.01,0.49,15.9,2.4734643398686944,B,2e-05
Electronics,23.93,8.47,9,True,Road,636,Mushroom Pkg (Mycelium),11.37,7.61,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,60.28,83.69,14.37,3.72,6.988726027228529,A,0.04235
Furniture,71.25,298.8,6,False,Road,537,Wood Crate,120.72,80.228,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,27.69,35.29,35.45,11.5,1.194583887317803,C,1.494
Clothing,0.28,0.2,2,False,Air,1820,Kraft Paper Mailer,0.51,1.274,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,78.39,1.64,11.59,52.56,0.1698015384122917,E,0.001008
Furniture,10.09,31.18,5,False,Road,625,Wood Crate,13.47,9.744,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,59.38,27.35,19.91,13.44,1.6484177976686187,B,0.155925
Beauty,0.57,0.27,4,True,Air,2974,PLA Bioplastic,1.03,4.238,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,57.0,10.1,24.47,39.92,0.495300347556177,D,0.001344
Furniture,16.85,4.86,9,False,Road,2927,Mushroom Pkg (Mycelium),8.54,24.66,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.68,78.41,18.93,3.08,4.970522716823944,B,0.024308
Clothing,0.2,0.1,2,False,Air,1300,Recycled PET Box,0.48,0.65,320.0,Recycled PVC Film,Plastic,1279,39.86,1.59,1.476,No,84.9,1.16,15.91,35.36,0.0583280918712701,E,0.00048
Beauty,0.77,0.24,4,True,Air,2090,PLA Bioplastic,1.11,4.023,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,56.39,12.84,24.82,39.92,0.6207896607256381,D,0.001176
Clothing,0.94,1.61,5,False,Air,2214,Kraft Paper Mailer,1.64,8.911,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,44.16,9.7,29.96,26.22,0.3885180110641517,D,0.008064
Furniture,67.79,271.85,6,False,Road,2431,Wood Crate,109.94,330.434,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,8.17,35.25,45.02,11.5,0.9395823869484142,C,1.35926
Furniture,13.39,31.18,6,False,Road,802,Wood Crate,13.67,12.503,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,55.59,32.46,21.77,11.5,1.789251181017401,B,0.155925
Home Decor,2.94,1.09,10,False,Air,2333,Mushroom Pkg (Mycelium),3.18,17.148,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,31.36,40.5,24.84,2.79,1.9565216603654725,B,0.00546
Clothing,0.9,1.25,3,False,Air,2241,Kraft Paper Mailer,1.1,7.003,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,48.84,6.53,27.45,39.39,0.2854644704748826,E,0.00627
Electronics,0.33,0.0,7,True,Road,257,Honeycomb Paper,1.53,0.042,602.0,Honeycomb Paper,Paper,380,42.0,1.95,0.75,Yes,96.64,3.42,1.58,13.9,2.597466710464108,B,0.0
Beauty,0.38,0.04,9,True,Air,2720,PLA Bioplastic,1.95,2.584,575.0,Woven PLA Bioplastic,Eco,1311,74.97,3.5,1.903,Yes,66.09,7.86,19.3,19.9,0.4887046378909513,D,0.0002
Home Decor,1.74,1.54,9,False,Air,998,Mushroom Pkg (Mycelium),2.5,4.341,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,59.65,27.22,14.6,3.08,2.237260120735608,B,0.00768
Clothing,0.21,0.1,1,False,Air,2024,Kraft Paper Mailer,0.28,1.063,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,81.16,0.9,10.11,78.9,0.1068249152497611,E,0.00052
Furniture,62.23,279.42,5,False,Road,2081,Wood Crate,112.77,290.737,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,10.14,29.32,44.05,13.44,0.7987286992343089,D,1.397088
Home Decor,1.64,1.25,9,False,Air,2922,Mushroom Pkg (Mycelium),2.46,11.98,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,39.45,26.04,21.91,3.08,1.4261980179736184,C,0.00624
Furniture,17.06,5.56,9,False,Road,334,Mushroom Pkg (Mycelium),8.62,2.849,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,70.13,78.66,10.81,3.08,8.731914085854386,A,0.02781
Home Decor,1.3,1.35,9,False,Air,2451,Mushroom Pkg (Mycelium),2.34,8.272,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,47.35,22.45,19.05,3.08,1.4141731541116451,C,0.00675
Clothing,0.88,1.23,4,False,Air,1714,Kraft Paper Mailer,1.29,5.271,550.0,Laminated Kraft Paper,Paper,868,59.17,1.52,1.026,Yes,54.01,7.39,24.67,31.48,0.3594649225997193,E,0.00616
Furniture,11.63,32.38,5,False,Road,1031,Wood Crate,13.95,16.692,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,52.56,27.43,23.26,13.44,1.4151332151705407,C,0.16192
Furniture,10.7,29.99,6,False,Road,2732,Wood Crate,13.2,40.966,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,40.56,32.33,29.14,11.5,1.33136577448985,C,0.14993
Furniture,13.92,35.94,4,False,Road,659,Wood Crate,15.18,11.842,405.0,Recycled Pine Wood Crate,Wood,484,30.47,1.74,0.29,Yes,56.06,22.25,21.54,16.15,1.2395542600021234,C,0.179676
Electronics,22.98,9.36,10,True,Road,1458,Mushroom Pkg (Mycelium),11.19,16.752,601.0,Mushroom Pkg (Mycelium),Bio-based,95,12.0,3.2,0.18,Yes,51.96,90.79,17.38,3.37,6.268584219298952,A,0.0468
